;Codigo de numero;Codigo de via;Clase de la via;Nombre de la v�a;Literal de numeracion;Codigo de distrito;Nombre del distrito;Nombre del barrio;Codigo postal;Direccion completa para el numero;Coordenada X (Guia Urbana) cm;Coordenada Y (Guia Urbana) cm;Longitud en S R  ETRS89 WGS84;Latitud en S R  ETRS89 WGS84;Situacion de la via respecto al terreno
145;31031144;31001339;AUTOVIA                 ;A-6                                             ;KM.001400SA;9;MONCLOA-ARAVACA     ;EL PLANTIO          ;28023;AUTOV A-6, 001400 SA                                           ;43008930;448082080;3�49'33.71'' W  ;40�28'23.7'' N  ;Nivel      
109;31031169;31001340;AUTOVIA                 ;A-5                                             ;KM.000500EN;10;LATINA              ;LUCERO              ;28011;AUTOV A-5, 000500 EN                                           ;43592014;447298943;3�45'23.25'' W  ;40�24'11.4'' N  ;Nivel      
108;31031167;31001340;AUTOVIA                 ;A-5                                             ;KM.000300EN;10;LATINA              ;PUERTA DEL ANGEL    ;28011;AUTOV A-5, 000300 EN                                           ;43769323;447397132;3�44'8.38'' W   ;40�24'43.74'' N ;Nivel      
121;31069632;31001340;AUTOVIA                 ;A-5                                             ;KM.001075EN;10;LATINA              ;CUATRO VIENTOS      ;28024;AUTOV A-5, 001075 EN                                           ;43182325;446917119;3�48'15.58'' W  ;40�22'6.41'' N  ;Nivel      
119;31031179;31001340;AUTOVIA                 ;A-5                                             ;KM.001000EN;10;LATINA              ;CUATRO VIENTOS      ;28024;AUTOV A-5, 001000 EN                                           ;43234829;446970559;3�47'53.52'' W  ;40�22'23.92'' N ;Nivel      
120;31031178;31001340;AUTOVIA                 ;A-5                                             ;KM.001000SA;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 001000 SA                                           ;43232813;446972633;3�47'54.38'' W  ;40�22'24.56'' N ;Nivel      
125;31031161;31001340;AUTOVIA                 ;A-5                                             ;KM.020000SA;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;28011;AUTOV A-5, 020000 SA                                           ;43852677;447440712;3�43'33.15'' W  ;40�24'58.1'' N  ;Nivel      
122;31031181;31001340;AUTOVIA                 ;A-5                                             ;KM.001100EN;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 001100 EN                                           ;43163765;446900040;3�48'23.35'' W  ;40�22'0.81'' N  ;Nivel      
112;31031170;31001340;AUTOVIA                 ;A-5                                             ;KM.000600SA;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 000600 SA                                           ;43510822;447246491;3�45'57.5'' W   ;40�23'54.18'' N ;Nivel      
111;31031171;31001340;AUTOVIA                 ;A-5                                             ;KM.000600EN;10;LATINA              ;ALUCHE              ;28024;AUTOV A-5, 000600 EN                                           ;43513101;447244035;3�45'56.52'' W  ;40�23'53.38'' N ;Nivel      
118;31031176;31001340;AUTOVIA                 ;A-5                                             ;KM.000900SA;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 000900 SA                                           ;43298077;447039986;3�47'26.94'' W  ;40�22'46.61'' N ;Nivel      
110;31031168;31001340;AUTOVIA                 ;A-5                                             ;KM.000500SA;10;LATINA              ;LUCERO              ;28011;AUTOV A-5, 000500 SA                                           ;43590545;447302015;3�45'23.85'' W  ;40�24'12.41'' N ;Nivel      
117;31031177;31001340;AUTOVIA                 ;A-5                                             ;KM.000900EN;10;LATINA              ;CUATRO VIENTOS      ;28024;AUTOV A-5, 000900 EN                                           ;43300545;447037237;3�47'25.87'' W  ;40�22'45.71'' N ;Nivel      
116;31031174;31001340;AUTOVIA                 ;A-5                                             ;KM.000800SA;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 000800 SA                                           ;43368992;447106262;3�46'57.13'' W  ;40�23'8.31'' N  ;Nivel      
115;31031175;31001340;AUTOVIA                 ;A-5                                             ;KM.000800EN;10;LATINA              ;LAS AGUILAS         ;28024;AUTOV A-5, 000800 EN                                           ;43370872;447104303;3�46'56.31'' W  ;40�23'7.67'' N  ;Nivel      
123;31031180;31001340;AUTOVIA                 ;A-5                                             ;KM.001100SA;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 001100 SA                                           ;43161761;446902080;3�48'24.21'' W  ;40�22'1.49'' N  ;Nivel      
124;31031163;31001340;AUTOVIA                 ;A-5                                             ;KM.020000EN;10;LATINA              ;PUERTA DEL ANGEL    ;28011;AUTOV A-5, 020000 EN                                           ;43854570;447436630;3�43'32.33'' W  ;40�24'56.77'' N ;Nivel      
126;31031166;31001340;AUTOVIA                 ;A-5                                             ;KM.030000SA;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;28011;AUTOV A-5, 030000 SA                                           ;43767549;447400176;3�44'9.12'' W   ;40�24'44.74'' N ;Nivel      
114;31031172;31001340;AUTOVIA                 ;A-5                                             ;KM.000700SA;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV A-5, 000700 SA                                           ;43438982;447175503;3�46'27.7'' W   ;40�23'30.96'' N ;Nivel      
113;31031173;31001340;AUTOVIA                 ;A-5                                             ;KM.000700EN;10;LATINA              ;LAS AGUILAS         ;28024;AUTOV A-5, 000700 EN                                           ;43441016;447173446;3�46'26.84'' W  ;40�23'30.31'' N ;Nivel      
101;31031217;31001341;AUTOVIA                 ;A-42                                            ;KM.000700SA;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-42, 000700 SA                                          ;43881949;446799570;3�43'18.54'' W  ;40�21'30.26'' N ;Nivel      
96;31031214;31001341;AUTOVIA                 ;A-42                                            ;KM.000500EN;12;USERA               ;ZOFIO               ;28026;AUTOV A-42, 000500 EN                                          ;43905717;447000585;3�43'9.14'' W   ;40�22'35.51'' N ;Nivel      
97;31031213;31001341;AUTOVIA                 ;A-42                                            ;KM.000500SA;11;CARABANCHEL         ;ABRANTES            ;28026;AUTOV A-42, 000500 SA                                          ;43901502;447001208;3�43'10.93'' W  ;40�22'35.7'' N  ;Nivel      
98;31031216;31001341;AUTOVIA                 ;A-42                                            ;KM.000600EN;12;USERA               ;ORCASITAS           ;28041;AUTOV A-42, 000600 EN                                          ;43896012;446900406;3�43'12.91'' W  ;40�22'2.99'' N  ;Nivel      
99;31031215;31001341;AUTOVIA                 ;A-42                                            ;KM.000600SA;11;CARABANCHEL         ;BUENAVISTA          ;28041;AUTOV A-42, 000600 SA                                          ;43892878;446900587;3�43'14.23'' W  ;40�22'3.05'' N  ;Nivel      
103;31031219;31001341;AUTOVIA                 ;A-42                                            ;KM.000800SA;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-42, 000800 SA                                          ;43871461;446700355;3�43'22.61'' W  ;40�20'58.07'' N ;Nivel      
102;31031220;31001341;AUTOVIA                 ;A-42                                            ;KM.000800EN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-42, 000800 EN                                          ;43875259;446700038;3�43'20.99'' W  ;40�20'57.95'' N ;Nivel      
104;31062271;31001341;AUTOVIA                 ;A-42                                            ;KM.000810EN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-42, 000810 EN                                          ;44294762;446684788;3�40'23.13'' W  ;40�20'54.09'' N ;Nivel      
107;31031221;31001341;AUTOVIA                 ;A-42                                            ;KM.000900SA;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28914;AUTOV A-42, 000900 SA                                          ;43860054;446600270;3�43'27.09'' W  ;40�20'25.57'' N ;Nivel      
100;31031218;31001341;AUTOVIA                 ;A-42                                            ;KM.000700EN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-42, 000700 EN                                          ;43886002;446799055;3�43'16.8'' W   ;40�21'30.11'' N ;Nivel      
106;31031222;31001341;AUTOVIA                 ;A-42                                            ;KM.000900EN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-42, 000900 EN                                          ;43862299;446600066;3�43'26.16'' W  ;40�20'25.51'' N ;Nivel      
105;31061085;31001341;AUTOVIA                 ;A-42                                            ;KM.000850EN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-42, 000850 EN                                          ;43870092;446644737;3�43'23.01'' W  ;40�20'40.0'' N  ;Nivel      
72;31055720;31001342;AUTOVIA                 ;A-3                                             ;KM.001470EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001470 EN                                           ;45300309;446779297;3�33'17.16'' W  ;40�21'27.0'' N  ;Nivel      
45;31055504;31001342;AUTOVIA                 ;A-3                                             ;KM.000720EN;19;VICALVARO           ;VALDEBERNARDO       ;28032;AUTOV A-3, 000720 EN                                           ;44705608;447165638;3�37'30.44'' W  ;40�23'31.0'' N  ;Nivel      
46;31056572;31001342;AUTOVIA                 ;A-3                                             ;KM.000720SA;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28031;AUTOV A-3, 000720 SA                                           ;44703899;447159320;3�37'31.14'' W  ;40�23'28.95'' N ;Nivel      
58;31046229;31001342;AUTOVIA                 ;A-3                                             ;KM.001180SA;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28051;AUTOV A-3, 001180 SA                                           ;45031221;446897326;3�35'11.58'' W  ;40�22'4.71'' N  ;Nivel      
73;31056404;31001342;AUTOVIA                 ;A-3                                             ;KM.001480SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001480 SA                                           ;45302444;446764986;3�33'16.23'' W  ;40�21'22.37'' N ;Nivel      
56;31050346;31001342;AUTOVIA                 ;A-3                                             ;KM.001110EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001110 EN                                           ;44981689;446937534;3�35'32.68'' W  ;40�22'17.64'' N ;Nivel      
55;31031254;31001342;AUTOVIA                 ;A-3                                             ;KM.001100SA;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28031;AUTOV A-3, 001100 SA                                           ;44969945;446939755;3�35'37.69'' W  ;40�22'18.32'' N ;Nivel      
75;31031910;31001342;AUTOVIA                 ;A-3                                             ;KM.001500SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001500 SA                                           ;45308329;446761410;3�33'13.72'' W  ;40�21'21.21'' N ;Nivel      
76;31056634;31001342;AUTOVIA                 ;A-3                                             ;NUM001480EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001480 EN                                           ;45307449;446772133;3�33'14.13'' W  ;40�21'24.68'' N ;Nivel      
44;31031246;31001342;AUTOVIA                 ;A-3                                             ;KM.000700SA;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28031;AUTOV A-3, 000700 SA                                           ;44679362;447166940;3�37'41.55'' W  ;40�23'31.36'' N ;Nivel      
43;31031247;31001342;AUTOVIA                 ;A-3                                             ;KM.000700EN;19;VICALVARO           ;VALDEBERNARDO       ;28032;AUTOV A-3, 000700 EN                                           ;44680716;447170614;3�37'41.01'' W  ;40�23'32.56'' N ;Nivel      
47;31031249;31001342;AUTOVIA                 ;A-3                                             ;KM.000800EN;19;VICALVARO           ;VALDEBERNARDO       ;28032;AUTOV A-3, 000800 EN                                           ;44777818;447141698;3�36'59.74'' W  ;40�23'23.41'' N ;Nivel      
48;31031248;31001342;AUTOVIA                 ;A-3                                             ;KM.000800SA;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;28031;AUTOV A-3, 000800 SA                                           ;44776969;447137753;3�37'0.07'' W   ;40�23'22.11'' N ;Nivel      
49;31051825;31001342;AUTOVIA                 ;A-3                                             ;KM.000860EN;19;VICALVARO           ;VALDEBERNARDO       ;28032;AUTOV A-3, 000860 EN                                           ;44836983;447123090;3�36'34.58'' W  ;40�23'17.51'' N ;Nivel      
50;31031251;31001342;AUTOVIA                 ;A-3                                             ;KM.000900EN;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;28031;AUTOV A-3, 000900 EN                                           ;44865062;447101357;3�36'22.6'' W   ;40�23'10.5'' N  ;Nivel      
51;31031250;31001342;AUTOVIA                 ;A-3                                             ;KM.000900SA;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;28031;AUTOV A-3, 000900 SA                                           ;44862643;447099469;3�36'23.65'' W  ;40�23'9.91'' N  ;Nivel      
52;31031253;31001342;AUTOVIA                 ;A-3                                             ;KM.001000EN;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;28031;AUTOV A-3, 001000 EN                                           ;44906047;447011234;3�36'4.99'' W   ;40�22'41.37'' N ;Nivel      
53;31031252;31001342;AUTOVIA                 ;A-3                                             ;KM.001000SA;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;28031;AUTOV A-3, 001000 SA                                           ;44902515;447010116;3�36'6.47'' W   ;40�22'41.01'' N ;Nivel      
54;31031255;31001342;AUTOVIA                 ;A-3                                             ;KM.001100EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28031;AUTOV A-3, 001100 EN                                           ;44972022;446942859;3�35'36.81'' W  ;40�22'19.33'' N ;Nivel      
42;31031229;31001342;AUTOVIA                 ;A-3                                             ;KM.000600SA;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28038;AUTOV A-3, 000600 SA                                           ;44585196;447192753;3�38'21.59'' W  ;40�23'39.51'' N ;Nivel      
41;31031230;31001342;AUTOVIA                 ;A-3                                             ;KM.000600EN;14;MORATALAZ           ;PAVONES             ;28030;AUTOV A-3, 000600 EN                                           ;44586729;447198392;3�38'20.97'' W  ;40�23'41.36'' N ;Nivel      
40;31031227;31001342;AUTOVIA                 ;A-3                                             ;KM.000500SA;13;PUENTE DE VALLECAS  ;NUMANCIA            ;28038;AUTOV A-3, 000500 SA                                           ;44506006;447251319;3�38'55.36'' W  ;40�23'58.32'' N ;Nivel      
39;31031228;31001342;AUTOVIA                 ;A-3                                             ;KM.000500EN;14;MORATALAZ           ;FONTARRON           ;28030;AUTOV A-3, 000500 EN                                           ;44509825;447255452;3�38'53.77'' W  ;40�23'59.66'' N ;Nivel      
38;31031225;31001342;AUTOVIA                 ;A-3                                             ;KM.000400SA;13;PUENTE DE VALLECAS  ;NUMANCIA            ;28038;AUTOV A-3, 000400 SA                                           ;44438981;447317982;3�39'24.0'' W   ;40�24'19.79'' N ;Nivel      
37;31031226;31001342;AUTOVIA                 ;A-3                                             ;KM.000400EN;14;MORATALAZ           ;FONTARRON           ;28030;AUTOV A-3, 000400 EN                                           ;44439783;447321577;3�39'23.67'' W  ;40�24'20.96'' N ;Nivel      
59;31031257;31001342;AUTOVIA                 ;A-3                                             ;KM.001200EN;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28051;AUTOV A-3, 001200 EN                                           ;45054557;446890055;3�35'1.63'' W   ;40�22'2.39'' N  ;Nivel      
74;31031911;31001342;AUTOVIA                 ;A-3                                             ;KM.001500EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001500 EN                                           ;45311132;446764061;3�33'12.54'' W  ;40�21'22.06'' N ;Nivel      
57;31050347;31001342;AUTOVIA                 ;A-3                                             ;KM.001110SA;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28051;AUTOV A-3, 001110 SA                                           ;44978962;446933410;3�35'33.81'' W  ;40�22'16.3'' N  ;Nivel      
62;31055623;31001342;AUTOVIA                 ;A-3                                             ;KM.001265EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001265 EN                                           ;45121671;446879039;3�34'33.15'' W  ;40�21'58.96'' N ;Nivel      
71;31055721;31001342;AUTOVIA                 ;A-3                                             ;KM.001465SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001465 SA                                           ;45286873;446777503;3�33'22.84'' W  ;40�21'26.39'' N ;Nivel      
70;31055834;31001342;AUTOVIA                 ;A-3                                             ;KM.001460EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001460 EN                                           ;45292526;446784221;3�33'20.48'' W  ;40�21'28.57'' N ;Nivel      
69;31048714;31001342;AUTOVIA                 ;A-3                                             ;KM.001450SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001450 SA                                           ;45268611;446782960;3�33'30.61'' W  ;40�21'28.1'' N  ;Nivel      
68;31031260;31001342;AUTOVIA                 ;A-3                                             ;KM.001400SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001400 SA                                           ;45223725;446801309;3�33'49.7'' W   ;40�21'33.98'' N ;Nivel      
67;31031261;31001342;AUTOVIA                 ;A-3                                             ;KM.001400EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001400 EN                                           ;45228250;446806687;3�33'47.8'' W   ;40�21'35.74'' N ;Nivel      
66;31055622;31001342;AUTOVIA                 ;A-3                                             ;KM.001350SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001350 SA                                           ;45175377;446813700;3�34'10.21'' W  ;40�21'37.9'' N  ;Nivel      
65;31031258;31001342;AUTOVIA                 ;A-3                                             ;KM.001300SA;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV A-3, 001300 SA                                           ;45139898;446850282;3�34'25.36'' W  ;40�21'49.69'' N ;Nivel      
64;31031259;31001342;AUTOVIA                 ;A-3                                             ;KM.001300EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001300 EN                                           ;45143026;446853666;3�34'24.05'' W  ;40�21'50.77'' N ;Nivel      
63;31063792;31001342;AUTOVIA                 ;A-3                                             ;KM.001280EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001280 EN                                           ;45131816;446868765;3�34'28.84'' W  ;40�21'55.64'' N ;Nivel      
60;31031256;31001342;AUTOVIA                 ;A-3                                             ;KM.001200SA;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28031;AUTOV A-3, 001200 SA                                           ;45053881;446886379;3�35'1.92'' W   ;40�22'1.22'' N  ;Nivel      
61;31063793;31001342;AUTOVIA                 ;A-3                                             ;KM.001225EN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV A-3, 001225 EN                                           ;45079340;446899306;3�34'51.19'' W  ;40�22'5.46'' N  ;Nivel      
118232;31031632;31001349;AUTOVIA                 ;M-30                                            ;KM.001500IN;2;ARGANZUELA          ;ACACIAS             ;28005;AUTOV M-30, 001500 IN                                          ;43995556;447224021;3�42'31.78'' W  ;40�23'48.2'' N  ;Nivel      
118235;31031356;31001349;AUTOVIA                 ;M-30                                            ;KM.001700EX;10;LATINA              ;LOS CARMENES        ;28005;AUTOV M-30, 001700 EX                                          ;43879688;447344227;3�43'21.36'' W  ;40�24'26.88'' N ;Nivel      
118243;31031362;31001349;AUTOVIA                 ;M-30                                            ;KM.002100EX;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28040;AUTOV M-30, 002100 EX                                          ;43750376;447671627;3�44'17.38'' W  ;40�26'12.71'' N ;Nivel      
118242;31031669;31001349;AUTOVIA                 ;M-30                                            ;KM.002000IN;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;28008;AUTOV M-30, 002000 IN                                          ;43772945;447578562;3�44'7.45'' W   ;40�25'42.61'' N ;Nivel      
118241;31031361;31001349;AUTOVIA                 ;M-30                                            ;KM.002000EX;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;28011;AUTOV M-30, 002000 EX                                          ;43768193;447576123;3�44'9.48'' W   ;40�25'41.78'' N ;Nivel      
118240;31031668;31001349;AUTOVIA                 ;M-30                                            ;KM.001900IN;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;28008;AUTOV M-30, 001900 IN                                          ;43847632;447513941;3�43'35.57'' W  ;40�25'21.82'' N ;Nivel      
118239;31031360;31001349;AUTOVIA                 ;M-30                                            ;KM.001900EX;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;28011;AUTOV M-30, 001900 EX                                          ;43846219;447510451;3�43'36.15'' W  ;40�25'20.72'' N ;Nivel      
118238;31031667;31001349;AUTOVIA                 ;M-30                                            ;KM.001800IN;10;LATINA              ;PUERTA DEL ANGEL    ;28005;AUTOV M-30, 001800 IN                                          ;43874650;447435325;3�43'23.8'' W   ;40�24'56.41'' N ;Nivel      
118237;31031359;31001349;AUTOVIA                 ;M-30                                            ;KM.001800EX;10;LATINA              ;PUERTA DEL ANGEL    ;28011;AUTOV M-30, 001800 EX                                          ;43871914;447436172;3�43'24.99'' W  ;40�24'56.69'' N ;Nivel      
118236;31031666;31001349;AUTOVIA                 ;M-30                                            ;KM.001700IN;2;ARGANZUELA          ;IMPERIAL            ;28005;AUTOV M-30, 001700 IN                                          ;43887477;447341250;3�43'18.04'' W  ;40�24'25.96'' N ;Nivel      
118245;31031363;31001349;AUTOVIA                 ;M-30                                            ;KM.002200EX;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28040;AUTOV M-30, 002200 EX                                          ;43735858;447766083;3�44'23.87'' W  ;40�26'43.31'' N ;Nivel      
118244;31031670;31001349;AUTOVIA                 ;M-30                                            ;KM.002100IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28040;AUTOV M-30, 002100 IN                                          ;43753789;447670932;3�44'15.93'' W  ;40�26'12.49'' N ;Nivel      
118246;31031671;31001349;AUTOVIA                 ;M-30                                            ;KM.002200IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28040;AUTOV M-30, 002200 IN                                          ;43739258;447766606;3�44'22.42'' W  ;40�26'43.48'' N ;Nivel      
118256;31031676;31001349;AUTOVIA                 ;M-30                                            ;KM.002700IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002700 IN                                          ;43814720;448066692;3�43'51.47'' W  ;40�28'21.01'' N ;Nivel      
118248;31031672;31001349;AUTOVIA                 ;M-30                                            ;KM.002300IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002300 IN                                          ;43708201;447860882;3�44'35.96'' W  ;40�27'13.98'' N ;Nivel      
118268;31031681;31001349;AUTOVIA                 ;M-30                                            ;KM.003200IN;5;CHAMARTIN           ;CASTILLA            ;28034;AUTOV M-30, 003200 IN                                          ;44271342;448188185;3�40'37.93'' W  ;40�29'1.59'' N  ;Nivel      
118267;31031377;31001349;AUTOVIA                 ;M-30                                            ;KM.003200EX;8;FUENCARRAL-EL PARDO ;VALVERDE            ;28036;AUTOV M-30, 003200 EX                                          ;44270967;448192524;3�40'38.11'' W  ;40�29'2.99'' N  ;Nivel      
118266;31053912;31001349;AUTOVIA                 ;M-30                                            ;KM.003180IN;5;CHAMARTIN           ;CASTILLA            ;28036;AUTOV M-30, 003180 IN                                          ;44251080;448185009;3�40'46.54'' W  ;40�29'0.51'' N  ;Nivel      
118265;31052155;31001349;AUTOVIA                 ;M-30                                            ;KM.003145EX;8;FUENCARRAL-EL PARDO ;VALVERDE            ;28034;AUTOV M-30, 003145 EX                                          ;44221804;448181330;3�40'58.97'' W  ;40�28'59.23'' N ;Nivel      
118264;31031680;31001349;AUTOVIA                 ;M-30                                            ;KM.003100IN;8;FUENCARRAL-EL PARDO ;LA PAZ              ;28034;AUTOV M-30, 003100 IN                                          ;44177324;448181497;3�41'17.87'' W  ;40�28'59.19'' N ;Nivel      
118263;31031374;31001349;AUTOVIA                 ;M-30                                            ;KM.003100EX;8;FUENCARRAL-EL PARDO ;LA PAZ              ;28029;AUTOV M-30, 003100 EX                                          ;44178495;448183955;3�41'17.37'' W  ;40�28'60.0'' N  ;Nivel      
118262;31031679;31001349;AUTOVIA                 ;M-30                                            ;KM.003000IN;8;FUENCARRAL-EL PARDO ;LA PAZ              ;28034;AUTOV M-30, 003000 IN                                          ;44085490;448189268;3�41'56.89'' W  ;40�29'1.48'' N  ;Nivel      
118261;31031373;31001349;AUTOVIA                 ;M-30                                            ;KM.003000EX;8;FUENCARRAL-EL PARDO ;LA PAZ              ;28029;AUTOV M-30, 003000 EX                                          ;44082906;448194646;3�41'58.01'' W  ;40�29'3.23'' N  ;Nivel      
118260;31031678;31001349;AUTOVIA                 ;M-30                                            ;KM.002900IN;8;FUENCARRAL-EL PARDO ;EL PILAR            ;28034;AUTOV M-30, 002900 IN                                          ;43985812;448155390;3�42'39.12'' W  ;40�28'50.23'' N ;Nivel      
118247;31031364;31001349;AUTOVIA                 ;M-30                                            ;KM.002300EX;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002300 EX                                          ;43705005;447862540;3�44'37.33'' W  ;40�27'14.49'' N ;Nivel      
118259;31031372;31001349;AUTOVIA                 ;M-30                                            ;KM.002900EX;8;FUENCARRAL-EL PARDO ;EL PILAR            ;28034;AUTOV M-30, 002900 EX                                          ;43985173;448157646;3�42'39.38'' W  ;40�28'50.97'' N ;Nivel      
118257;31031370;31001349;AUTOVIA                 ;M-30                                            ;KM.002800EX;8;FUENCARRAL-EL PARDO ;PE�A GRANDE         ;28035;AUTOV M-30, 002800 EX                                          ;43902610;448109862;3�43'14.3'' W   ;40�28'35.25'' N ;Nivel      
118234;31031633;31001349;AUTOVIA                 ;M-30                                            ;KM.001600IN;2;ARGANZUELA          ;IMPERIAL            ;28005;AUTOV M-30, 001600 IN                                          ;43914078;447263972;3�43'6.49'' W   ;40�24'0.96'' N  ;Nivel      
118255;31031368;31001349;AUTOVIA                 ;M-30                                            ;KM.002700EX;8;FUENCARRAL-EL PARDO ;PE�A GRANDE         ;28035;AUTOV M-30, 002700 EX                                          ;43814636;448069675;3�43'51.53'' W  ;40�28'21.98'' N ;Nivel      
118254;31031675;31001349;AUTOVIA                 ;M-30                                            ;KM.002600IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002600 IN                                          ;43717996;448087059;3�44'32.61'' W  ;40�28'27.36'' N ;Nivel      
118253;31031367;31001349;AUTOVIA                 ;M-30                                            ;KM.002600EX;8;FUENCARRAL-EL PARDO ;FUENTELARREINA      ;28035;AUTOV M-30, 002600 EX                                          ;43718113;448090530;3�44'32.58'' W  ;40�28'28.47'' N ;Nivel      
118252;31031674;31001349;AUTOVIA                 ;M-30                                            ;KM.002500IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002500 IN                                          ;43652542;448045137;3�45'0.23'' W   ;40�28'13.56'' N ;Nivel      
118251;31031366;31001349;AUTOVIA                 ;M-30                                            ;KM.002500EX;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002500 EX                                          ;43647489;448044632;3�45'2.39'' W   ;40�28'13.39'' N ;Nivel      
118250;31031673;31001349;AUTOVIA                 ;M-30                                            ;KM.002400IN;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002400 IN                                          ;43677636;447955264;3�44'49.29'' W  ;40�27'44.51'' N ;Nivel      
118249;31031365;31001349;AUTOVIA                 ;M-30                                            ;KM.002400EX;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28035;AUTOV M-30, 002400 EX                                          ;43674569;447953137;3�44'50.56'' W  ;40�27'43.79'' N ;Nivel      
118258;31031677;31001349;AUTOVIA                 ;M-30                                            ;KM.002800IN;8;FUENCARRAL-EL PARDO ;PE�A GRANDE         ;28035;AUTOV M-30, 002800 IN                                          ;43904349;448107458;3�43'13.52'' W  ;40�28'34.48'' N ;Nivel      
