;Codigo de numero;Codigo de via;Clase de la via;Nombre de la v�a;Literal de numeracion;Codigo de distrito;Nombre del distrito;Nombre del barrio;Codigo postal;Direccion completa para el numero;Coordenada X (Guia Urbana) cm;Coordenada Y (Guia Urbana) cm;Longitud en S R  ETRS89 WGS84;Latitud en S R  ETRS89 WGS84;Situacion de la via respecto al terreno
118301;31031390;1894;AUTOVIA                 ;M-40                                            ;KM.000500EX;16;HORTALEZA           ;VALDEFUENTES        ;28033;AUTOV M-40, 000500 EX                                          ;44654429;448060395;3�37'54.87'' W  ;40�28'21.07'' N ;Nivel      
118399;31031485;1894;AUTOVIA                 ;M-40                                            ;KM.005000EX;8;FUENCARRAL-EL PARDO ;EL PARDO            ;28023;AUTOV M-40, 005000 EX                                          ;43565160;448074364;3�45'37.45'' W  ;40�28'22.82'' N ;Nivel      
118400;31031579;1894;AUTOVIA                 ;M-40                                            ;KM.005000IN;8;FUENCARRAL-EL PARDO ;EL PARDO            ;28023;AUTOV M-40, 005000 IN                                          ;43566361;448069516;3�45'36.92'' W  ;40�28'21.24'' N ;Nivel      
118401;31031486;1894;AUTOVIA                 ;M-40                                            ;KM.005100EX;8;FUENCARRAL-EL PARDO ;EL PARDO            ;28035;AUTOV M-40, 005100 EX                                          ;43642732;448139310;3�45'4.77'' W   ;40�28'44.09'' N ;Nivel      
118402;31031580;1894;AUTOVIA                 ;M-40                                            ;KM.005100IN;8;FUENCARRAL-EL PARDO ;EL PARDO            ;28035;AUTOV M-40, 005100 IN                                          ;43645161;448134849;3�45'3.7'' W    ;40�28'42.67'' N ;Nivel      
118403;31031488;1894;AUTOVIA                 ;M-40                                            ;KM.005200EX;8;FUENCARRAL-EL PARDO ;FUENTELARREINA      ;28035;AUTOV M-40, 005200 EX                                          ;43715007;448206943;3�44'34.31'' W  ;40�29'6.24'' N  ;Nivel      
118404;31031581;1894;AUTOVIA                 ;M-40                                            ;KM.005200IN;8;FUENCARRAL-EL PARDO ;FUENTELARREINA      ;28035;AUTOV M-40, 005200 IN                                          ;43719547;448202879;3�44'32.34'' W  ;40�29'4.92'' N  ;Nivel      
118405;31062310;1894;AUTOVIA                 ;M-40                                            ;KM.005220IN;8;FUENCARRAL-EL PARDO ;FUENTELARREINA      ;28035;AUTOV M-40, 005220 IN                                          ;43728646;448222198;3�44'28.55'' W  ;40�29'11.21'' N ;Nivel      
118406;31054548;1894;AUTOVIA                 ;M-40                                            ;KM.005230IN;8;FUENCARRAL-EL PARDO ;FUENTELARREINA      ;28035;AUTOV M-40, 005230 IN                                          ;43732077;448229851;3�44'27.13'' W  ;40�29'13.71'' N ;Nivel      
118407;31031489;1894;AUTOVIA                 ;M-40                                            ;KM.005300EX;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28035;AUTOV M-40, 005300 EX                                          ;43770140;448286797;3�44'11.15'' W  ;40�29'32.27'' N ;Nivel      
118305;31031392;1894;AUTOVIA                 ;M-40                                            ;KM.000700EX;21;BARAJAS             ;CORRALEJOS          ;28043;AUTOV M-40, 000700 EX                                          ;44772609;447905770;3�37'4.21'' W   ;40�27'31.2'' N  ;Nivel      
118304;31031534;1894;AUTOVIA                 ;M-40                                            ;KM.000600IN;16;HORTALEZA           ;CANILLAS            ;28043;AUTOV M-40, 000600 IN                                          ;44708116;447975658;3�37'31.81'' W  ;40�27'53.72'' N ;Nivel      
118302;31031502;1894;AUTOVIA                 ;M-40                                            ;KM.000500IN;16;HORTALEZA           ;PINAR DEL REY       ;28033;AUTOV M-40, 000500 IN                                          ;44651128;448057892;3�37'56.26'' W  ;40�28'20.25'' N ;Nivel      
118303;31031391;1894;AUTOVIA                 ;M-40                                            ;KM.000600EX;21;BARAJAS             ;CORRALEJOS          ;28042;AUTOV M-40, 000600 EX                                          ;44711996;447978220;3�37'30.16'' W  ;40�27'54.54'' N ;Nivel      
118330;31031545;1894;AUTOVIA                 ;M-40                                            ;KM.001700IN;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28018;AUTOV M-40, 001700 IN                                          ;44603770;447069471;3�38'13.32'' W  ;40�22'59.59'' N ;Nivel      
118397;31031578;1894;AUTOVIA                 ;M-40                                            ;KM.004900IN;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004900 IN                                          ;43464570;448089785;3�46'20.23'' W  ;40�28'27.53'' N ;Nivel      
118396;31031484;1894;AUTOVIA                 ;M-40                                            ;KM.004900EX;8;FUENCARRAL-EL PARDO ;EL PARDO            ;28023;AUTOV M-40, 004900 EX                                          ;43464606;448092163;3�46'20.24'' W  ;40�28'28.31'' N ;Nivel      
118395;31061711;1894;AUTOVIA                 ;M-40                                            ;KM.004820EX;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004820 EX                                          ;43389285;448092691;3�46'52.22'' W  ;40�28'28.26'' N ;Nivel      
118394;31031575;1894;AUTOVIA                 ;M-40                                            ;KM.004800IN;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004800 IN                                          ;43374603;448080496;3�46'58.41'' W  ;40�28'24.26'' N ;Nivel      
118393;31031483;1894;AUTOVIA                 ;M-40                                            ;KM.004800EX;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004800 EX                                          ;43372474;448084635;3�46'59.32'' W  ;40�28'25.59'' N ;Nivel      
118300;31031501;1894;AUTOVIA                 ;M-40                                            ;KM.000400IN;16;HORTALEZA           ;PINAR DEL REY       ;28033;AUTOV M-40, 000400 IN                                          ;44585686;448123747;3�38'24.24'' W  ;40�28'41.44'' N ;Nivel      
118331;31031404;1894;AUTOVIA                 ;M-40                                            ;KM.001800EX;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28031;AUTOV M-40, 001800 EX                                          ;44513889;447012957;3�38'51.27'' W  ;40�22'41.06'' N ;Nivel      
118332;31031547;1894;AUTOVIA                 ;M-40                                            ;KM.001800IN;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28018;AUTOV M-40, 001800 IN                                          ;44512994;447016638;3�38'51.67'' W  ;40�22'42.22'' N ;Nivel      
118333;31066038;1894;AUTOVIA                 ;M-40                                            ;KM.001870EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001870 EX                                          ;44463071;446959348;3�39'12.65'' W  ;40�22'23.52'' N ;Nivel      
118334;31066039;1894;AUTOVIA                 ;M-40                                            ;KM.001870IN;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-40, 001870 IN                                          ;44459129;446963232;3�39'14.36'' W  ;40�22'24.78'' N ;Nivel      
118335;31066041;1894;AUTOVIA                 ;M-40                                            ;KM.001890EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001890 EX                                          ;44463010;446946338;3�39'12.65'' W  ;40�22'19.31'' N ;Nivel      
118336;31066045;1894;AUTOVIA                 ;M-40                                            ;KM.001893EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001893 EX                                          ;44464435;446941371;3�39'12.04'' W  ;40�22'17.72'' N ;Nivel      
118337;31066043;1894;AUTOVIA                 ;M-40                                            ;KM.001897EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28031;AUTOV M-40, 001897 EX                                          ;44473001;446936159;3�39'8.38'' W   ;40�22'16.05'' N ;Nivel      
118338;31066044;1894;AUTOVIA                 ;M-40                                            ;KM.001898EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001898 EX                                          ;44465052;446935215;3�39'11.72'' W  ;40�22'15.71'' N ;Nivel      
118398;31066077;1894;AUTOVIA                 ;M-40                                            ;KM.004950IN;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004950 IN                                          ;43518412;448077565;3�45'57.34'' W  ;40�28'23.73'' N ;Nivel      
118408;31031585;1894;AUTOVIA                 ;M-40                                            ;KM.005300IN;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28035;AUTOV M-40, 005300 IN                                          ;43772705;448283615;3�44'10.08'' W  ;40�29'31.24'' N ;Nivel      
118295;31031388;1894;AUTOVIA                 ;M-40                                            ;KM.000300EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000300 EX                                          ;44554815;448224321;3�38'37.67'' W  ;40�29'13.99'' N ;Nivel      
118431;31065195;1894;AUTOVIA                 ;M-40                                            ;NUM000800EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000800 EX                                          ;44513954;448437719;3�38'55.67'' W  ;40�30'23.1'' N  ;Nivel      
118418;31031589;1894;AUTOVIA                 ;M-40                                            ;KM.005700IN;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005700 IN                                          ;44091215;448506797;3�41'55.54'' W  ;40�30'44.46'' N ;Nivel      
118417;31031493;1894;AUTOVIA                 ;M-40                                            ;KM.005700EX;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005700 EX                                          ;44088685;448510407;3�41'56.61'' W  ;40�30'45.62'' N ;Nivel      
118416;31048627;1894;AUTOVIA                 ;M-40                                            ;KM.005650EX;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005650 EX                                          ;44048716;448484373;3�42'13.52'' W  ;40�30'37.09'' N ;Nivel      
118415;31031588;1894;AUTOVIA                 ;M-40                                            ;KM.005600IN;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005600 IN                                          ;44009281;448454174;3�42'30.16'' W  ;40�30'27.19'' N ;Nivel      
118414;31031492;1894;AUTOVIA                 ;M-40                                            ;KM.005600EX;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005600 EX                                          ;44007004;448457584;3�42'31.14'' W  ;40�30'28.29'' N ;Nivel      
118413;31031587;1894;AUTOVIA                 ;M-40                                            ;KM.005500IN;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28049;AUTOV M-40, 005500 IN                                          ;43930000;448403281;3�43'3.67'' W   ;40�30'10.48'' N ;Nivel      
118419;31031494;1894;AUTOVIA                 ;M-40                                            ;KM.005800EX;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005800 EX                                          ;44154682;448575571;3�41'28.78'' W  ;40�31'6.94'' N  ;Nivel      
118412;31031491;1894;AUTOVIA                 ;M-40                                            ;KM.005500EX;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28049;AUTOV M-40, 005500 EX                                          ;43927896;448406740;3�43'4.58'' W   ;40�30'11.57'' N ;Nivel      
118410;31031490;1894;AUTOVIA                 ;M-40                                            ;KM.005400EX;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28049;AUTOV M-40, 005400 EX                                          ;43854126;448333436;3�43'35.67'' W  ;40�29'47.61'' N ;Nivel      
118293;31054005;1894;AUTOVIA                 ;M-40                                            ;KM.000120EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000120 EX                                          ;44519308;448399070;3�38'53.3'' W   ;40�30'10.59'' N ;Nivel      
118292;31051515;1894;AUTOVIA                 ;M-40                                            ;KM.000070EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000070 EX                                          ;44502246;448447013;3�39'0.67'' W   ;40�30'26.09'' N ;Nivel      
118291;31051412;1894;AUTOVIA                 ;M-40                                            ;KM.000060EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000060 EX                                          ;44497223;448455501;3�39'2.86'' W   ;40�30'28.83'' N ;Nivel      
118329;31031403;1894;AUTOVIA                 ;M-40                                            ;KM.001700EX;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28031;AUTOV M-40, 001700 EX                                          ;44608212;447066113;3�38'11.45'' W  ;40�22'58.5'' N  ;Nivel      
118328;31031544;1894;AUTOVIA                 ;M-40                                            ;KM.001600IN;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28038;AUTOV M-40, 001600 IN                                          ;44657292;447164075;3�37'50.92'' W  ;40�23'30.4'' N  ;Nivel      
118411;31031586;1894;AUTOVIA                 ;M-40                                            ;KM.005400IN;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28049;AUTOV M-40, 005400 IN                                          ;43857422;448329895;3�43'34.26'' W  ;40�29'46.48'' N ;Nivel      
118409;31054547;1894;AUTOVIA                 ;M-40                                            ;KM.005340EX;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;28035;AUTOV M-40, 005340 EX                                          ;43772278;448290305;3�44'10.27'' W  ;40�29'33.41'' N ;Nivel      
118294;31040796;1894;AUTOVIA                 ;M-40                                            ;KM.000170EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000170 EX                                          ;44525497;448353638;3�38'50.52'' W  ;40�29'55.85'' N ;Nivel      
118296;31031500;1894;AUTOVIA                 ;M-40                                            ;KM.000300IN;16;HORTALEZA           ;VALDEFUENTES        ;28050;AUTOV M-40, 000300 IN                                          ;44547552;448224798;3�38'40.73'' W  ;40�29'14.13'' N ;Nivel      
118430;31031499;1894;AUTOVIA                 ;M-40                                            ;KM.020000IN;16;HORTALEZA           ;VALDEFUENTES        ;28050;AUTOV M-40, 020000 IN                                          ;44531789;448309251;3�38'47.71'' W  ;40�29'41.5'' N  ;Nivel      
118429;31031387;1894;AUTOVIA                 ;M-40                                            ;KM.020000EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 020000 EX                                          ;44536472;448310293;3�38'45.71'' W  ;40�29'41.84'' N ;Nivel      
118428;31031498;1894;AUTOVIA                 ;M-40                                            ;KM.010000IN;16;HORTALEZA           ;VALDEFUENTES        ;28050;AUTOV M-40, 010000 IN                                          ;44510341;448418702;3�38'57.14'' W  ;40�30'16.93'' N ;Nivel      
118427;31031386;1894;AUTOVIA                 ;M-40                                            ;KM.010000EX;16;HORTALEZA           ;VALDEFUENTES        ;28050;AUTOV M-40, 010000 EX                                          ;44514603;448420269;3�38'55.36'' W  ;40�30'17.46'' N ;Nivel      
118426;31031594;1894;AUTOVIA                 ;M-40                                            ;KM.006100IN;8;FUENCARRAL-EL PARDO ;VALVERDE            ;28050;AUTOV M-40, 006100 IN                                          ;44423275;448469976;3�39'34.31'' W  ;40�30'33.36'' N ;Nivel      
118425;31031497;1894;AUTOVIA                 ;M-40                                            ;KM.006100EX;8;FUENCARRAL-EL PARDO ;VALVERDE            ;28050;AUTOV M-40, 006100 EX                                          ;44422451;448474340;3�39'34.66'' W  ;40�30'34.75'' N ;Nivel      
118339;31066040;1894;AUTOVIA                 ;M-40                                            ;KM.001900EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001900 EX                                          ;44457785;446935454;3�39'14.82'' W  ;40�22'15.76'' N ;Nivel      
118299;31031389;1894;AUTOVIA                 ;M-40                                            ;KM.000400EX;16;HORTALEZA           ;VALDEFUENTES        ;28033;AUTOV M-40, 000400 EX                                          ;44588369;448126421;3�38'23.1'' W   ;40�28'42.32'' N ;Nivel      
118423;31031496;1894;AUTOVIA                 ;M-40                                            ;KM.006000EX;8;FUENCARRAL-EL PARDO ;VALVERDE            ;28050;AUTOV M-40, 006000 EX                                          ;44347713;448533546;3�40'6.63'' W   ;40�30'53.76'' N ;Nivel      
118422;31031591;1894;AUTOVIA                 ;M-40                                            ;KM.005900IN;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005900 IN                                          ;44261564;448579481;3�40'43.37'' W  ;40�31'8.47'' N  ;Nivel      
118421;31031495;1894;AUTOVIA                 ;M-40                                            ;KM.005900EX;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005900 EX                                          ;44262670;448584480;3�40'42.92'' W  ;40�31'10.09'' N ;Nivel      
118420;31031590;1894;AUTOVIA                 ;M-40                                            ;KM.005800IN;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;28049;AUTOV M-40, 005800 IN                                          ;44160642;448570516;3�41'26.22'' W  ;40�31'5.3'' N   ;Nivel      
118298;31051082;1894;AUTOVIA                 ;M-40                                            ;KM.000350IN;16;HORTALEZA           ;VALDEFUENTES        ;28050;AUTOV M-40, 000350 IN                                          ;44547500;448174319;3�38'40.62'' W  ;40�28'57.76'' N ;Nivel      
118297;31051083;1894;AUTOVIA                 ;M-40                                            ;KM.000350EX;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-40, 000350 EX                                          ;44553761;448174286;3�38'37.94'' W  ;40�28'57.77'' N ;Nivel      
118424;31031592;1894;AUTOVIA                 ;M-40                                            ;KM.006000IN;8;FUENCARRAL-EL PARDO ;VALVERDE            ;28050;AUTOV M-40, 006000 IN                                          ;44344002;448529990;3�40'8.19'' W   ;40�30'52.62'' N ;Nivel      
118340;31066057;1894;AUTOVIA                 ;M-40                                            ;KM.001905EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001905 EX                                          ;44458823;446928551;3�39'14.37'' W  ;40�22'13.52'' N ;Nivel      
118388;31031573;1894;AUTOVIA                 ;M-40                                            ;KM.004600IN;9;MONCLOA-ARAVACA     ;EL PLANTIO          ;28023;AUTOV M-40, 004600 IN                                          ;43217734;447952311;3�48'4.5'' W    ;40�27'42.23'' N ;Nivel      
118342;31065903;1894;AUTOVIA                 ;M-40                                            ;KM.001912EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001912 EX                                          ;44452499;446924453;3�39'17.03'' W  ;40�22'12.18'' N ;Nivel      
118367;31055768;1894;AUTOVIA                 ;M-40                                            ;KM.002858EX;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-40, 002858 EX                                          ;43536042;446806020;3�45'45.2'' W   ;40�21'31.4'' N  ;Nivel      
118366;31031564;1894;AUTOVIA                 ;M-40                                            ;KM.002800IN;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-40, 002800 IN                                          ;43590137;446813037;3�45'22.29'' W  ;40�21'33.82'' N ;Nivel      
118365;31031422;1894;AUTOVIA                 ;M-40                                            ;KM.002800EX;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-40, 002800 EX                                          ;43592132;446807327;3�45'21.42'' W  ;40�21'31.98'' N ;Nivel      
118364;31031563;1894;AUTOVIA                 ;M-40                                            ;KM.002700IN;11;CARABANCHEL         ;BUENAVISTA          ;28044;AUTOV M-40, 002700 IN                                          ;43689801;446842816;3�44'40.13'' W  ;40�21'43.76'' N ;Nivel      
118363;31031421;1894;AUTOVIA                 ;M-40                                            ;KM.002700EX;11;CARABANCHEL         ;BUENAVISTA          ;28044;AUTOV M-40, 002700 EX                                          ;43689946;446835003;3�44'40.06'' W  ;40�21'41.23'' N ;Nivel      
118321;31031399;1894;AUTOVIA                 ;M-40                                            ;KM.001300EX;19;VICALVARO           ;CASCO H.VICALVARO   ;28032;AUTOV M-40, 001300 EX                                          ;44806964;447440722;3�36'48.24'' W  ;40�25'0.44'' N  ;Nivel      
118323;31031400;1894;AUTOVIA                 ;M-40                                            ;KM.001400EX;19;VICALVARO           ;CASCO H.VICALVARO   ;28030;AUTOV M-40, 001400 EX                                          ;44736840;447368664;3�37'17.81'' W  ;40�24'36.93'' N ;Nivel      
118362;31031562;1894;AUTOVIA                 ;M-40                                            ;KM.002500IN;12;USERA               ;ORCASITAS           ;28914;AUTOV M-40, 002500 IN                                          ;43894527;446872294;3�43'13.45'' W  ;40�21'53.87'' N ;Nivel      
118361;31031420;1894;AUTOVIA                 ;M-40                                            ;KM.002500EX;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28914;AUTOV M-40, 002500 EX                                          ;43894168;446868186;3�43'13.56'' W  ;40�21'52.54'' N ;Nivel      
118360;31031561;1894;AUTOVIA                 ;M-40                                            ;KM.002400IN;12;USERA               ;ORCASITAS           ;28041;AUTOV M-40, 002400 IN                                          ;43987615;446862578;3�42'33.94'' W  ;40�21'50.97'' N ;Nivel      
118359;31031419;1894;AUTOVIA                 ;M-40                                            ;KM.002400EX;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28041;AUTOV M-40, 002400 EX                                          ;43987578;446857194;3�42'33.93'' W  ;40�21'49.22'' N ;Nivel      
118358;31031554;1894;AUTOVIA                 ;M-40                                            ;KM.002300IN;12;USERA               ;ORCASUR             ;28041;AUTOV M-40, 002300 IN                                          ;44083248;446866054;3�41'53.42'' W  ;40�21'52.35'' N ;Nivel      
118341;31066058;1894;AUTOVIA                 ;M-40                                            ;KM.001910EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001910 EX                                          ;44455783;446924223;3�39'15.63'' W  ;40�22'12.12'' N ;Nivel      
118357;31031409;1894;AUTOVIA                 ;M-40                                            ;KM.002300EX;17;VILLAVERDE          ;LOS ANGELES         ;28041;AUTOV M-40, 002300 EX                                          ;44084368;446861643;3�41'52.9'' W   ;40�21'50.9'' N  ;Nivel      
118356;31031553;1894;AUTOVIA                 ;M-40                                            ;KM.002200IN;12;USERA               ;SAN FERMIN          ;28041;AUTOV M-40, 002200 IN                                          ;44181531;446850214;3�41'11.7'' W   ;40�21'47.45'' N ;Nivel      
118368;31055835;1894;AUTOVIA                 ;M-40                                            ;KM.002860EX;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-40, 002860 EX                                          ;43532434;446805203;3�45'46.73'' W  ;40�21'31.13'' N ;Nivel      
118355;31031408;1894;AUTOVIA                 ;M-40                                            ;KM.002200EX;17;VILLAVERDE          ;LOS ROSALES         ;28041;AUTOV M-40, 002200 EX                                          ;44178964;446844045;3�41'12.73'' W  ;40�21'45.43'' N ;Nivel      
118369;31031423;1894;AUTOVIA                 ;M-40                                            ;KM.002900EX;11;CARABANCHEL         ;BUENAVISTA          ;28917;AUTOV M-40, 002900 EX                                          ;43491748;446812319;3�46'3.96'' W   ;40�21'33.32'' N ;Nivel      
118319;31056647;1894;AUTOVIA                 ;M-40                                            ;KM.001250EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28032;AUTOV M-40, 001250 EX                                          ;44862859;447464825;3�36'24.59'' W  ;40�25'8.39'' N  ;Nivel      
118313;31031538;1894;AUTOVIA                 ;M-40                                            ;KM.001000IN;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 001000 IN                                          ;44977967;447686129;3�35'36.38'' W  ;40�26'20.41'' N ;Nivel      
118314;31031397;1894;AUTOVIA                 ;M-40                                            ;KM.001100EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 001100 EX                                          ;44949586;447583658;3�35'48.14'' W  ;40�25'47.1'' N  ;Nivel      
118315;31031539;1894;AUTOVIA                 ;M-40                                            ;KM.001100IN;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 001100 IN                                          ;44945735;447584815;3�35'49.8'' W   ;40�25'47.49'' N ;Nivel      
118316;31031398;1894;AUTOVIA                 ;M-40                                            ;KM.001200EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28032;AUTOV M-40, 001200 EX                                          ;44907622;447487173;3�36'5.69'' W   ;40�25'15.75'' N ;Nivel      
118317;31031540;1894;AUTOVIA                 ;M-40                                            ;KM.001200IN;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28032;AUTOV M-40, 001200 IN                                          ;44905637;447490566;3�36'6.54'' W   ;40�25'16.85'' N ;Nivel      
118318;31060410;1894;AUTOVIA                 ;M-40                                            ;KM.001230EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28032;AUTOV M-40, 001230 EX                                          ;44882180;447473668;3�36'16.42'' W  ;40�25'11.31'' N ;Nivel      
118378;31031567;1894;AUTOVIA                 ;M-40                                            ;KM.003200IN;10;LATINA              ;CUATRO VIENTOS      ;28044;AUTOV M-40, 003200 IN                                          ;43241994;446920631;3�47'50.28'' W  ;40�22'7.72'' N  ;Nivel      
118377;31031426;1894;AUTOVIA                 ;M-40                                            ;KM.003200EX;10;LATINA              ;CUATRO VIENTOS      ;28044;AUTOV M-40, 003200 EX                                          ;43239076;446917076;3�47'51.49'' W  ;40�22'6.58'' N  ;Nivel      
118376;31055722;1894;AUTOVIA                 ;M-40                                            ;KM.003185IN;10;LATINA              ;CUATRO VIENTOS      ;28054;AUTOV M-40, 003185 IN                                          ;43249425;446913542;3�47'47.11'' W  ;40�22'5.44'' N  ;Nivel      
118375;31031566;1894;AUTOVIA                 ;M-40                                            ;KM.003100IN;10;LATINA              ;CUATRO VIENTOS      ;28044;AUTOV M-40, 003100 IN                                          ;43304776;446845721;3�47'23.37'' W  ;40�21'43.62'' N ;Nivel      
118374;31031425;1894;AUTOVIA                 ;M-40                                            ;KM.003100EX;10;LATINA              ;CUATRO VIENTOS      ;28044;AUTOV M-40, 003100 EX                                          ;43303637;446841658;3�47'23.86'' W  ;40�21'42.32'' N ;Nivel      
118373;31055993;1894;AUTOVIA                 ;M-40                                            ;KM.003049EX;10;LATINA              ;CUATRO VIENTOS      ;28054;AUTOV M-40, 003049 EX                                          ;43356653;446843117;3�47'1.35'' W   ;40�21'42.92'' N ;Nivel      
118372;31055995;1894;AUTOVIA                 ;M-40                                            ;KM.003036EX;10;LATINA              ;CUATRO VIENTOS      ;28054;AUTOV M-40, 003036 EX                                          ;43364467;446844325;3�46'58.05'' W  ;40�21'43.33'' N ;Nivel      
118371;31031424;1894;AUTOVIA                 ;M-40                                            ;KM.003000EX;10;LATINA              ;CUATRO VIENTOS      ;28044;AUTOV M-40, 003000 EX                                          ;43396792;446839874;3�46'44.34'' W  ;40�21'42.0'' N  ;Nivel      
118370;31031565;1894;AUTOVIA                 ;M-40                                            ;KM.002900IN;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-40, 002900 IN                                          ;43491547;446817190;3�46'4.11'' W   ;40�21'34.91'' N ;Nivel      
118320;31055751;1894;AUTOVIA                 ;M-40                                            ;KM.001275EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28032;AUTOV M-40, 001275 EX                                          ;44834302;447451207;3�36'36.68'' W  ;40�25'3.91'' N  ;Nivel      
118354;31031552;1894;AUTOVIA                 ;M-40                                            ;KM.002100IN;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-40, 002100 IN                                          ;44284629;446828225;3�40'27.91'' W  ;40�21'40.57'' N ;Nivel      
118322;31031541;1894;AUTOVIA                 ;M-40                                            ;KM.001300IN;20;SAN BLAS-CANILLEJAS ;ARCOS               ;28032;AUTOV M-40, 001300 IN                                          ;44804841;447445264;3�36'49.18'' W  ;40�25'1.93'' N  ;Nivel      
118325;31031401;1894;AUTOVIA                 ;M-40                                            ;KM.001500EX;19;VICALVARO           ;VALDEBERNARDO       ;28032;AUTOV M-40, 001500 EX                                          ;44697512;447264455;3�37'34.17'' W  ;40�24'3.02'' N  ;Nivel      
118310;31031537;1894;AUTOVIA                 ;M-40                                            ;KM.000900IN;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 000900 IN                                          ;44903353;447767886;3�36'8.28'' W   ;40�26'46.77'' N ;Nivel      
118379;31031427;1894;AUTOVIA                 ;M-40                                            ;KM.003300EX;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003300 EX                                          ;43168092;446987028;3�48'21.87'' W  ;40�22'29.04'' N ;Nivel      
